from,to,amount,gas_used,block_number,timestamp
0x111a74c02dbf746da1db79b15d03f172ebaa637c,0xca304101560054513d9a9d2413f5fce6176de068,199.4207,39811,4848934,1602553522
0xb94eb3265aba234d6f62ad5ca185ca98f5a64c9d,0x2dbba5f00a018764d71e5fe910cfd76986930999,1.7887,87147,4332945,1632427445
0x78e5cd8189e0bf2ef8d7ee39afd0014cf4b3f489,0xcc64bf09359451ad56a06326b1af5cdb0f3938b3,107.3177,21193,4326259,1654240042
0x2e6b78db0c4ff7f63d83447390e0a534b2977a9a,0xaa383d4ed30accc6c00a9b12044f934a94417473,187.3124,112655,3322422,1628661661
0x316a553f5e96db3fe6c53b3507de93fc544063cb,0x50b68cc168f36e2c5d01e653d021ca796a092dfb,50.3778,73064,3130708,1609964693
0x4ab388b4f50b1f1168fa1a98bb6c04b82ba76f04,0x8b4fa427607b4db63c9045e1173ca0b239108fee,183.0958,83133,3211599,1615144207
0x231f52a6a2bc51e4a582a4fb2b5aa80e02b0a581,0x18d8a869dff0017c44879b304ea96d9c0eddbbe6,199.1991,66015,1742186,1665619167
0x105e76e3855db37dbfafe1a20b703dfa7e87d207,0xbbc9126e73cbab0a6b343e139972b6f41aaff618,206.498,104697,1413327,1618753094
0x3c0c830965143df19f9fecbb19b6030ddf740d50,0xab3b51488dac357f37ccec4c97552b604daee2ac,208.4873,110009,2755864,1692946942
0x2809c1a74eca6a3b6008be1911afc453e5aefcfc,0x7e0791412b028570a79e17458caa6a12d45eed05,183.0566,53811,2310823,1673879526
0xbeb6e55fd8c09d95fa699d0f36dd3b91dbb87615,0x7744aec6bda2173db0a545d0616d25a1eb494f78,20.5912,65108,4118178,1668629055
0x4ef53445a3be3530afcc830f12b14b71335b1f50,0x635325cfbc2b00eb712d0448d2228e62af221940,15.7446,112303,3253138,1640444856
0x46c3857b9ff52b541120cc24050eb1f7a4b1ea54,0xb3510c6786b90c2065644825bd34c4219f1460ff,235.5012,47038,1962951,1626898132
0x07ad5e18f915feca506f8ca258788bcd1910728a,0xc235f4b58765f7919bb2365db84446271a7d49bb,111.4466,47648,2956085,1649560861
0x5d6a7c98063343815824f816f7cc34d65ba8c205,0x8734e060ae3b24b12ab29fa977f6aba1296f65ed,124.9127,82039,2164592,1650919677
0x81b8ff30b294eecc9342bafd7cb7e17eeb8a5b70,0x033d8961a1773ac9a47b2aa0fce76f18b17defa4,37.6869,22958,2485274,1647613285
0x85f71cf951e6d25cf7013d208cd7642618057bda,0x216fc0aa752393f8f215b603b4156987d3d8bbbf,32.1065,41550,2294064,1619500483
0x64c5971dd27ff063ee4bc5e4c231febd9fc228cd,0x5cc5ad00f27f0d0ea1cad23b3c44cc80affb8db7,83.3536,104683,3504426,1684337121
0x6f70a40b08f4dfd01a6c2f2423631053e0ef8168,0xac860adaf3446c4788729ac3113c041bad094d8d,231.1321,28796,3760851,1655331489
0x03935c8e5f6aca2da0d946875b874b5deacf0c5d,0x32d8741b7b0053174de8d8fa27a0cb2cc0042274,223.5463,27492,2014624,1631031624
0xa930df035a0358308a965ceb0eaa351639b3cbc5,0x36db23fd8e0fabb300ba95bfdf4a0f20b05eebfb,106.8206,114218,1469330,1618300133
0x611fbaf58b3bf604745ba1f45ebba069d4331fd8,0x99ceb53f876357ecb8c9c7514feebfb3689fe703,168.9684,79616,3404769,1614126732
0x0ad9c4a8df4c25547c2b8fdbd07d0dd8979c8b3f,0x029798d4c234549b24dcfe12fb03ac50aa1b453e,158.86,46712,1408496,1653339146
0xc81b52b57719a2cba8717a60f913bf1c14b5e253,0xa3aa5d4b375036e0db39f73fd8f91895ad4edaed,223.8777,118395,3557998,1601189907
0xad4653087719146867bdaff46c49f736b5c17b13,0x4c27438a77738153f6cf3ed890b2817d52ebf584,8.5501,22040,3395050,1698748065
0x6e3e57e536aab05950774945d9cdbf506865c52f,0xab2834858f9d9b772b5664afc53211145deb5a4d,112.4573,110324,3411577,1644595940
0x23acbc073abc5011d2bcef6ffb4ccc8a695686b2,0x817815065dda9834430a067e26adc41a4611068f,50.4379,29216,2687442,1650122810
0x4491492c21605d923f1ef9e947eeaa74799dbdd6,0x9edc7e7d0d2ac4fef2f75b3977a86ad6f10c9ab0,79.2527,85667,4447133,1691791314
0xc383477acbb1f164cc6b408d5fc36ab73fdb8fd6,0x99ef541c4682bed76a58950028143cdbf6c81459,76.2303,57078,4945267,1675455378
0x3405928a75bb0134d256871a0a5735442d440c2a,0xa618909016bcb57951c46302bb36220a318527ca,241.5249,108838,2835907,1611684186
0x2d8d2ac5f701363b17f07a46e15e2e97282f5b0a,0x46de2b8d8f65e362f4dff9dc2a254ab560f881b3,186.6902,67490,2711060,1654887158
0x54453d7b8f11b809b3274fc719517b2cf4a6e621,0xebe808320931473e5ed488e582f93dedf8369a77,233.2119,44487,2910739,1679840616
0x9eb576de74edc5e0c2a2c90141d1319665a0edc4,0x76cd0c9dd64df254873fa298a694d5f8e88906cd,164.0169,47116,1244391,1639325547
0x15b1539f3b0b80031492547190388670c25ccb94,0xbd04dd0348675ac86bcc1680d2c5b820809f0803,185.1024,58487,3345751,1660042467
0x1fbf520b5784bb71210452139e4fe60b3c8a13c7,0x03081809e0cf5371fcbe2f4d12fce8b7204819f1,35.8294,117994,1000026,1636115272
0x5a24710f9a3b3c3ed4adc2732376c83bc281dd2c,0xcb142defc16c9b409272447d87c74b722b767f1f,95.5741,109258,4805249,1636626596
0x2b931259cc84c8100216afcc448d1fc0f9716864,0x2b10dccf53e6b655335b0a95c86e46aa29f81f2e,117.8532,106336,2082983,1638949856
0x7af385dd126ac7516edd6b597b398eea06442b05,0x0dd43aa659ab388b78a8201670d3fff084d71d37,30.7429,52503,2595607,1611417450
0xb42b20ddbeabdc2a288be7ff847ff94fb48d2579,0x104f51fa8c1495518974f4860be2a3303d7a7a17,115.1564,94909,3595135,1615699431
0x2ae8aee211ad628a4be6d95cd47813704ddc999a,0x0ac5d8798706837005f4a60896b9917529eccf79,205.9332,114793,3955005,1603135402
0x1b4277e7f7a9b577e75df43af05f7c93be52e2de,0x3d5332d732667983d9e1bff8a280cba82f7b34dc,186.0083,91610,1899364,1687131658
0xc1dd7d2fa032a9a0762b3517fef06b83755a72a2,0x0f533e1c09c3da0f523829b719f3aee1e23c17bd,37.6196,116334,2711160,1623489297
0x0c5437b0b6906321cca17af681d59baf60afe7d6,0x3cd303ecd20db637003668177b924a3be8264d43,230.6964,91248,4414936,1631108690
0xa034cd650279b2ee074844d4f1831a54ed81a2e6,0xb18452efaf560c0b2fcdafa61840607ef956b23a,32.2529,104029,1227908,1640024304
0x5fed38177c23ba0f8466ad8fde68cd6b10fa356e,0x476cc47caa32c7e6045feccdb18389a5509723bd,145.5261,66383,1221766,1607635058
0x924381fa161d511fc145ff6b88380648864a7450,0x789f8eadbe24fa8bfa276d9744c15dfb6ee91e4d,17.2356,29889,2630845,1642622244
0x717d2041c516573a0e27f552cdb6c5c3ec7b4e09,0xcd5348d6c98090812be5582d9dc3e4ad442a4a21,195.6176,40835,1195666,1647482675
0x1595c383f52e474b28b5e6b4b8f72e92c1461474,0x2f52f9ae42b4adb033e57bbf934a7dd12959b3d0,32.656,107913,1856328,1618216342
0x1d6065940bfd6ac7c4ec1e2a35e1420e0a9c1bff,0x214c92feac9fc58126759eed42521db1e4154011,182.056,40867,1095012,1680434585
0x18ed20348597807cbf1084fd37806aa128bd2413,0x871bdb64024d3f3947a074f198fa545c96921fdb,204.4971,71482,3884195,1615947075
0x3b562b660863eb2efe71009cf4318469ec7ce29b,0xafc6b871d0262d55f96a227563e4b9645d2e0d14,207.0517,30781,4565307,1609608059
0xa0dc31dceaac4fc354cc07c650426eebb85341af,0xacc3fddf5485330ee7b8a84331e335d8a1972acf,143.897,83235,1423640,1696245386
0x09909c850f0e3019a645e0530aa37798dba59eb1,0x1d64d86c5a12d98cbb78437fcbbebea28b9af934,241.6191,38012,2751982,1666985936
0xadea1fc3493feb9fddc1629e37e5580c21470d7c,0x376693f7ef8869064880936cc6575c725d614df3,226.6308,31281,2136665,1647583944
0xa91adafc318dbb34df5d542e6affa9b8f143b1ca,0x0084515449b037205a33d6d3940a5684126aa4b5,183.8261,114948,2893264,1644032623
0x0dd43aa659ab388b78a8201670d3fff084d71d37,0x48ab41420fcfeb3787e74ed698d5b81145ae1648,229.8264,37063,4965606,1688518249
0x9d8be5a612604715ab30a9914c20527b0410198a,0x66e88b42922916d01b9aec71dd334d7fa5fb526d,104.3423,93442,3627352,1650663201
0x1daec593f78f64e56fdd79965f9673574c4b2ac5,0x686f76d91413cd452e673c5b9ee1c6b1b5eb5a60,76.4189,79832,1286937,1666774500
0xb0374e70b9852371a1706068d5a982538e5d1846,0x272496ce854ae588af0bce4712f593a466470cb7,165.0001,80334,4784250,1677226268
0x9a88031270e35db9d3254bf66b92f64969d90440,0x8e6be4cc78557cf3087b15963bf7139b0154e0e0,195.233,75283,4647101,1662371764
0x80b51abe1f3a636d8e0a6d73c9891c8dc84e3bca,0x6e5d4a29833e51a83539a57461e803bcff409050,245.0824,97686,4242561,1647931922
0x16b9c4333559256ca7d87b28c6fb2e8415b4711f,0x5f46143fc2728084574ecac87807734a22287c90,110.4798,76816,3765124,1622545852
0xb200e064af7bc520a5bee04ed9ae6c3e039fcfe4,0x9a5fe9d53c6f9df261880aced968446d6c1efb67,172.6471,36821,4596330,1616462815
0x169b6c7ed548e45ba9d87b2d32ff27e2d00051ef,0xab1f54c0cf8f2aa9cd29a783cf4baa17460f0276,48.8323,31776,1289550,1665238715
0xfb864b083b6284a864cd3a18378e65babd13ce1b,0x4a5c85adad8442b716d804c738083616c6d68dcd,160.5345,49574,3968557,1672588276
0x408fac2d2d3d3ac4e356aa188119f5624fd8c9f6,0x4d1dcfbf1299eb1007d55976754bb41a87eb9d0f,58.4954,23334,3812004,1624494668
0xa3f5c8e2a1b979588d25e5d6b44f0033387f47e7,0x471dbd4d8fce14eae3b36efa8fa97a3937038dfa,96.5851,74592,1886237,1671313329
0x0b10b52e81febe5af8d6184ed06d5604d3ba8842,0x5caa556d0b8fa8622b1746bcc1211429737dcafc,202.0077,100803,1688839,1661271451
0x68082f1ae521cb01440697e6ad391862aa385bee,0x365b730b44056e1016bb0276c29585cd8bdedf73,28.5779,109770,4156833,1670565137
0xca0060316065540dcbc3845aaf460d52c2aa5875,0x6860e0f9f67b346034095a52665b0f85bd884691,118.6714,60069,1725825,1686169999
0x806715abd351814136dd28f3ab2543bf9c056a12,0x8709361c3479e60f1c281553b2a4ffb56598f051,195.5121,62760,4687142,1657175806
0x825dee5e2b2d1445ef9cd45e6c6678eed21b9f86,0x5ba53eb789c7f017fe3cd8027fb01c5eeb81f697,0.6632,86904,3396974,1634177847
0x16cb539d9363264c91214ed29aa2ae43e5d9c3e3,0xacc1205e2ab1c7aafc98f72b2393d893dea89abd,33.1454,96286,1919598,1606027748
0x93301dd1c093b53d3d4eaab8faefe837eb418f5b,0xcdabcd44298939aa01c88a9db4944d51498ac477,149.256,72101,2297454,1631196871
0x9db99e73c52bcc353963022ac184a25e80f655bd,0xa2f3fda8cf36b1aba1ca8b006d991d82211c7a38,112.2051,46143,1871248,1638230572
0xa59231a548615fcd9c0e4103001a55342c3defcd,0x44f14099b8b9c60515e83a0cb1a85e14982bb091,41.0164,113876,2686806,1637491077
0x76c20cb007bf138fa4616a054205e34cda36fca3,0x358a99c8bdbcc4c866cab7c63ecc986f753b6a11,134.2744,42521,1715829,1629816325
0x2aaaea784267ac278d9a509ad32ebb065a5557a1,0x51b2afe8ed4ac233dd1c08edb3fe8869986636c3,223.6635,57134,4812715,1600251102
0x00e40876d147fdc499afa3f5a49cf6fe6256f196,0x926cee2d9fae9536d79ec48ef77f24c340c6cd02,236.919,42344,4083689,1682485673
0x70e076e9f49f06bf0e2135ed008d84e90d4b85b5,0x77c89a9987017fd0af1c7d057ffb9e9fa254aa4b,103.9559,101649,1794302,1644176125
0x07215eb3407dc1fa4b993e1d608f1b16dc9d369a,0x81df0a2283b350d8079ffd99592d9623a10ba690,151.9519,46696,2826814,1687095411
0x7d3da498c77a7ff6b3ed8358cdf1464e6f3e74b6,0x13e5e3a18f46bc5d81e7d083562c707fc8ec8f44,58.8085,67135,1668363,1658931214
0x0eae7e7b765d7cefc2ac6b19ab7da44d8cb8b247,0x5da413db4fd7b7e93c42f8c35bffaabbfeb8000f,168.3186,43090,1025095,1626821870
0xb8d9083a754dc528ebf15d8cd10cc368611e2dec,0x1fbe61a1601f5eb41a9e695ca5dfd346d142e17f,56.2801,39375,2675949,1629791303
0xd22167d083a5cfc2f1ccadeb842a8093b2174c5f,0x8d630073940fde8112c6a5295ba3e490ca992ee8,58.8443,86872,2153192,1692888403
0x50af0b16798db768f38e194f5674d95e60f4b8fc,0x808b1d4a5f23549ab061c2f9a2435d48a273b134,136.1694,40628,1252358,1600250268
0xb75be435ee985ab09f99299a90b03937b33855c6,0x99a52913b70fd9f740dec29e238061395feff835,67.5814,32538,1941123,1649936589
0x3c1faf665b143a32230efd6ee836ae3c22e8f954,0xb5e888fa96af2ad8014bdc1ca461d9a992e8ef82,31.5609,42198,3134784,1677389920
0x5188d13bdd9d7ac30324a569e2ce42488374738e,0x2692c060ccd2ee230336df628cc01b2fca836af7,4.4774,67307,1178587,1604681633
0x0c37ca62586f4a3a2c0b08fa895eba3b1fda7f92,0x297db3b40b5a801235a6c06894a3b96e1c99fbca,182.0142,84989,2639761,1645034111
0x04a96f1b6f661793787b527f3114f33d7e413b4d,0xf847860a334c63b347030b3e6dc1d18136ce6f65,74.2509,27753,4296963,1648864840
0x0eb0bf07b1cc800c5a9c9e847ea41b58f4832911,0x51ac03d3400c868facda16389c8a3ca5cdb37b62,25.3627,85693,4123346,1611113405
0x220c15f9c6412b13c20e631ed1f1d1706ee60b67,0x31ebfdef452134d432274a6396610d0376edf141,186.0065,106871,1027578,1671897359
0x27fddd724fe2a47025444e2e5b02e30899c3b871,0xb490cec960b665b233d6666f8e2626d8bcae5d44,186.7833,41075,4560981,1631420905
0x575061697e9ee7ca7b9403f732a04a2618a1978f,0x918442cb0d45f0bfaa517465021387d0af66b3bc,83.4752,85957,2724930,1688053330
0x48dcc01a31e38e14f6a63846e371c6e9cb0c3f3a,0x720412f2895b49cf47637b79a768e7eba0765851,116.0724,70776,3016905,1642031707
0x0cc49a5535e9463b7078198e4e3a951a5cde717b,0xaa34aa83d7caf4800262b56994dda5c20c90acd7,230.108,57698,2060306,1662706526
0x0208764c8e34d0f980677f10867444f4cb27825c,0xe350160e3c8a07e92ec58ddcb8df81a73aedc6f9,68.0275,58721,2251675,1623949706
0x34d202c37f9609a3d0d44db259ff51bae8ea2d0f,0x72e1685cc8dd442a8bfc3b0a1c3142d40cfd31aa,13.1253,74237,2768498,1637649871
0x81df0a2283b350d8079ffd99592d9623a10ba690,0x7e08ffd14b62a22ed60c6aec8e0cb0899b4affde,29.379,70470,1510817,1676960565
0x472bc3f91b1ebe50caaeae633e84cf7c949dbce8,0x12965ea92e67d2138af8bdc8f24d08dfb71c6589,247.484,104199,2308763,1609200130
0x3b32735c8897fee5a548e78318bd9427ca587d0b,0x3c873056d2d0ea2b928524678f8edaefff18b568,37.0662,114217,1994980,1698378472
0x8c3b6f2dacc5a7ed7dcab43a53b8056aae6800b3,0x336a3f0c4d40b1e39cee72e2e59330daf484848c,171.1884,77713,2893652,1627857358
0x8255f34903440ff046169b12ea848ce6f083a631,0x83701909ea14b22cdad86c7c5e585d31b435313c,34.3894,116657,1276364,1668301316
0x85f7fc0f97202126be8204013edcdcc3c69ed80e,0xa74476443119a942de498590fe1f2454d7d4ac0d,190.7941,39668,1580243,1632566827
0xd9204db19a18e051e861576a462c0cf83a2b6237,0x2ec028e097d0bac4a9dfed540ab7c91aa0ac855f,234.8838,38739,2255098,1699630193
0xa0a17e772a967e8dcd663175cbff3bbc8f0525b2,0x28e82be83550ea0f7cfac74baa270bc018a3e3bd,185.541,58411,4089788,1604539891
0xb4b46566ff1fc2c0803a0381e193c218edbc1a07,0xa22da84c0148a18d87e973c15cd635003ffdca4c,58.7077,26473,1694152,1683126707
0x4db77bd31b5bbde39b29d98d8eb73270a7e140df,0xac28c281e3e9e80257ba46cfcb058db9eac51560,222.3367,86034,4564249,1690988472
0x5f4a0c4e6b73cc96c93d7ca2883d5b83e6a2b144,0x2d530fecd1279810695565042556f04f9a1ceb5a,105.7998,90814,4436255,1685534052
0x97ff80d13ea3cf30ea9e5c0db210c2f61ddde7c6,0x0aab3b594d3863eaf43b472de29147b577a02b87,76.7933,85861,4671240,1635460746
0x7cf8bd40606c9e4acc15368baf312c3b7af0f327,0x68a5e9e495d6c2598a4e08963c5f54d2b06db3c0,17.2445,99395,2869149,1692915795
0xa04d2003430717fc9820e97d0e8c85fecc9dfafa,0x7128d3ce7e0cea025ccfdc809d4f8597804fc1e2,34.0226,97101,2902908,1620906622
0x566e797616526498bc274597805f0d4a2682a6a6,0x0236e5eae1708bfab9a699e8268e7521b0e6b95e,241.1243,114762,4109484,1675097186
0x33ce6c64865f889b67b2297742a5855c94db8e5f,0x08466c5c68402178ac98b41b5ba6d2ed518b1c2c,204.9109,117457,1721410,1668653757
0x6fa41dc310f67f99629bf9d637296cdeac468a95,0x9b6fa3e7be94038c30d6ae0287ae0bd52f0578ef,58.5941,33151,1489377,1647837169
0x7862f3ec65e013bfc42f6905c0e373b5b2c65c51,0xc900396ea90f99e02334d64efa4d5a0d97f928a9,10.7666,99610,1330819,1688905406
0x72dfff9b44ecfac52d5f39e0fa43cd563680e50d,0xa3efa3aeb27711b51b8bd12d8bf0885d4949f065,175.3102,112005,3824151,1625297516
0x6067a95e7bb071a5b73741628a0a5cb5cc164203,0x45cc86415d04987d833fa1479d3c30575995eec7,145.2225,30782,3637058,1600865775
0x5917948da83aa6922b55dd689762bc22e555baf2,0xacefd2ee744953afc4f3b69510c11a8639be2274,10.3435,56207,3642315,1613346137
0x97de2d120f9fc6981b5b1d3ee1947c2b2df4c1b7,0xed6b90c028310122af361ce84a4604afbed40910,55.9923,90160,2378056,1607134699
0xf12d3f5d38c2408da3122cee1432e89c16522b3b,0x87eed16b97b08fd92491c66d28226b33eb4f2c8d,17.7664,29857,2176538,1678490105
0xa6327f56f45a41632601340a51af88b90a338af2,0xc0fed35b43f59c2bfb1eb544bd8921bfb18140c2,103.8257,56493,3703151,1648766275
0x5c999b0e85501b26211959cc8b72ff55d5db5ae3,0x69cace9044ddf4b09b7e043164479cce747b057b,182.8711,33520,4060929,1642628620
0xeaceb8e777dc8b1c11b8730904d13fbda070846f,0x07425527076b4f73b5616716dda54fb14cf1219e,182.7166,51118,1962087,1625550198
0x81fbef07e47e93bd2c1a808c1c0a390b1afbb1c1,0x5a944016197ec2de3dbc3605c75dd94ff4ee0f5d,198.9582,30294,1520895,1684074072
0x47d6287a9fc4a1f69c0b20dcc29928ebb44349c6,0x4c27438a77738153f6cf3ed890b2817d52ebf584,247.8241,118074,4774098,1648709738
0x2bc4c24960f539379ad4835a1a10d15d0a99012d,0x7ac20fd4d760a37d124b4b61dd4d13b1f7dd740d,233.2996,73355,4097390,1692504679
0x6df3a8354ffbd6aea4737f9892428b74b45f0b94,0x0a812c183a713b113485d4bc4db603f656e28c68,198.1681,42901,3458018,1635186091
0x425e0406395243f087100c8f7b67c02217974123,0x68de5670216c7f4797e199c7729cbb960858c3b0,14.889,119626,1628846,1686352242
0x3cca17c852a99f30a6bb29e8a956d7bbfe69b6db,0x0236e5eae1708bfab9a699e8268e7521b0e6b95e,184.172,88962,2836642,1622795733
0x717d2041c516573a0e27f552cdb6c5c3ec7b4e09,0xc622f8725fbeca43ec30a7801f716f1cc61a00b2,77.1133,50454,3736360,1682624956
0x7b9c71129f3ce10f61b32783c5af1ede54f9e6c5,0x5286da5995727a27240cc9674d2e04f385720048,172.487,94116,2636458,1618106759
0x32855f499bda19acaa52639712d8b7112cb97d1d,0x687aeda127fd2bd4f374c73e3724bf9b7c7a6b9c,157.5598,90892,3684431,1636288483
0x20f4b3e05f1653f06fa29c5d78a7b618e6a74aa8,0xb3b35fb20695f3ce1bd56c56e4df20d8ce222943,213.7947,116018,3004402,1615708121
0xc4bd8350f429a6122b726a27947f67b228eeff7d,0xb6591bbfdd9adfe48f174e741c35119b08b02e60,12.7235,93787,3243824,1652752129
0xa51f18cc1ef7bd2334a066f75bc13e01876cb38a,0xd51b910a21f091995a2fdbc54f8ae2f981506b5f,129.8813,60483,1295072,1666161328
0x59ec55b5ac471f27ccb512d99d60373e16fd5b3a,0x4c26a3c12a64f33a3546fbb206c5365ce8e82c20,243.8945,59665,3712986,1621203591
0x91ec6d008bf15e69d628263790c5b5af425a5729,0x3538e6deb6006ed8c51b83d67acd8b9ab9a55b48,223.4568,46896,3116569,1658603128
0x3247c7e879ac2682ef02b2b987781570b86c4fd5,0xc1a172a867e20e2f0f21f2e2d319a34993a00c4d,79.8661,62548,2753837,1643841257
0x1aec9780d0e827d4edd240973617ba3fe0e00c15,0xcbf6e77120b433d2a4c1a5da57a7b4f3d5597d74,51.1219,109995,3613417,1634649654
0x48a88798c2d079a7e193a4c75e2b937eb305975e,0xafdc68d256417d1e160f3b52d552980c3cbd5a2e,37.9915,25179,3704756,1684594890
0xba39b8a851cb367f7cb4430cfa5d7884d18b87e5,0x2b99cedee5babcb04d55a375c12a61663bc9c809,142.7151,59456,4393473,1699293162
0x6061528f8d6346b3b753f2ffc41216681df36e5f,0x7345090996d68755ae294f6e8243bdeff05139e4,129.666,70098,1689307,1603643991
0x9cdc3d2fe9b14957c67357fd1456d1b4ade797dc,0x6c20ef21e604028c649247c581e8e49fda6191ca,189.9124,80697,4059465,1692931281
0x0002bda54cb772d040f779e88eb453cac0daa244,0x8abe0a9b8a1c8a003354e61f3ed8befdeb7d2cec,85.84,118740,1305268,1692093598
0x370dfe2e82aefebd1baac9cc4dcedbd2bd7d09f9,0x7dba4deae6f592143f69ab3d0f4ad023aac8f987,178.5286,84952,3189735,1674538913
0x7e8bc0ec6440607794edc23b7b6242a72bcf7353,0x5c4069efa5b896d3d3df21fc68177e392786f283,13.61,111100,4329752,1689283051
0x9391000fa161e23f88e11b9a3c9083215c1174a7,0x0536806df512d6cdde913cf95c9886f65b1d3462,116.1644,46167,2366938,1625787888
0x8f7a674b219fc8b2f8c1d170edecf665c78c58c2,0x5361e2857b4c524b843c5c6b74d0225781ad8af8,44.8384,61479,2056394,1682108031
0x404dfbfe4d32951ff12c5b5180ae24f1bc096bf7,0xe2bca95f5f33a981aaf51372b9596ff3837e0a5c,170.0825,65567,3771476,1663015203
0xf6238cbc1b74b183e54d63a555f867baa00d92df,0xcb9ef13ba4bf6fb7c330d6a2c4367dee8c0d0f11,136.9599,104507,4901099,1615266732
0x391b08cb123e3fce480d081e4b948c0b4d84b598,0xb05c1c90b6c248cae5e3feb5dc41bbed790b283d,190.0527,22019,1233005,1628805595
0x6fa731155ab622560e40b28735ab6badd1afae03,0x3ae51081bc61bab319c9fe4a27d01af864c9adec,185.5979,106702,1699791,1649507293
0xa96b1cb152f3e40f7f6a42d0283520d29bb643a8,0x375f4f6a7a656f0eaa44d883c09f793311c6b477,206.109,73697,3993924,1697363055
0x35919ff0a88a0bdfd1b0ef3be574bcf6c1e90e01,0x0d979f9ffdd579d67c29531cccba568d2172d0b0,80.6408,72865,2648438,1696323267
0xb2f336e84e77420c6f3f0c867c6ffc69e17e9b42,0x63bca3022e74e0db9eac185c8e5ab0c6c86b334a,0.5354,30995,3078455,1688651264
0x3ff96411c98b4803e36e851b2521bd9edc5be21d,0x317a194c7b7117cfdf8cde4d85621e79df4c09e8,204.2328,76759,1687028,1692289119
0x8403f3fd26b781bc4bdbf695dd92ef5a7095cf59,0x7a6906ef811b2325b9b61e9f9536813d8c2f5cc1,42.6248,75402,4084939,1690441327
0xcc64bf09359451ad56a06326b1af5cdb0f3938b3,0xa81628c2546c8c91d4b2b92172863dc60b8df07a,16.8544,79051,2818146,1605394129
0x004e1c2a12ac1d0b70907c702892f397a4769bfb,0x01ad2af80301bcd6b5bd737699a6a7b51a24152a,157.4098,28466,3939583,1671595722
0x51878d42f1e33c38399d2cbb8de21fef87c86ac7,0xc387587a1d7cdf7aa73e14ce03ffac945777aaed,47.9748,109916,2657625,1691196256
0xb28f5ac588b611519b865d81d0064fe60510bc3b,0xa94a32b99a6243a3835c92fd920084f84db41e33,99.0301,38464,2642567,1604224135
0x4bc2055440dd519fa4d448d2d6899e6604aaedc5,0x93d96cb70c09a39d42c97cd1fdf25dd3cc7308f3,173.4283,93008,4980002,1667886008
0x56d16ff26e7dc91ca554c3f5f9ca50eab1e062b3,0x0c6a415effaa3a2310c0db718090f4c5fd633982,218.4836,27007,1869161,1644358860
0x8fc571d80e211de721471059f795413a47673e39,0xb37da5c9179345341fe50d37cfc961ba47c01f9a,68.0335,48306,4994010,1667056624
0x37c81cc9ff71d0f97849a947bf22e8e529b72230,0xc4b51a247514901faf1b6b1da9f0836066e64407,120.1047,51926,2199007,1615927897
0xcdef81839ae9c2b489fcb73c14b06081c4d86490,0x871bdb64024d3f3947a074f198fa545c96921fdb,2.5997,86085,1349511,1647074797
0xf7a5a8a2d0d46377a7f9607df66ff963a23034c2,0x3b1b157986b768e7005db272f388bb67ef8252bf,142.2506,39290,3916967,1616133372
0x6cad6c565167c458579a294152c07db4c507c94a,0x97f8bbe39b14e3b626e46331605b48eda53da208,201.0553,86988,3243776,1666145513
0x0a7faabeabae2e902eedf77eb8e1fcdd02470f21,0x6efd2441d8171d1d84da0d477dce61cd0d33b233,51.5644,25735,4753144,1672720640
0x06b0c7d2dd010eac9c109bd412bcbc663feb2656,0x73fc3b67aee35876c5998f0a27d0c2b2a493d0b2,242.9671,76150,3170485,1697032483
0xc3caf142a41b0fae78a922c25fc0eecdcf0985d1,0x194be3216613f1f0c4b21a960c134fa150d220cc,13.0192,96966,4635495,1667336040
0x80f43e67169c917c68391f823fcff41b9b786d69,0xbe6d09b0d125ceeb44ff13a5cc4493858da41240,81.4841,83780,4206202,1626401173
0x559951b272b192898cb851ee453fd1ffeb211447,0x76cca94dde1a128303e052a1243ed3052e1df2fd,242.4285,69620,3460005,1667266179
0x6e35a3e618c10ba0a52160a45ea5a4581b16184f,0x1102c3480528768a9fadb38e5a0709383a9a8493,186.3483,84253,1451531,1694145179
0xcca6d350412242830b0aa0686e0cf42a0b31ac95,0x8f6e60a721392b7f3844d27b28428089e482696c,175.2936,59734,2872690,1696729856
0xbbc33e2da55e7551d59af915617101d2794cbac7,0xfbf6f29c126382cf15795bb209ee506a174cc709,58.3998,93335,3551111,1644258764
0x0536806df512d6cdde913cf95c9886f65b1d3462,0x4098a3ffa6399c9b3e795725a1f0d506ecdfa88e,1.9037,63372,1775994,1679275982
0x9511c1aec35196a84696e6174335b64dc8726e26,0xae844f4c13bdcb446a3bcb98140513ad699a3760,200.2828,57347,1657695,1652543577
0x44a4342c7adc2f1e4dea7f73670dc5ebaa75ce64,0x80f08f1744e4d6d204b76749e42a6e5b685f4dfc,197.0633,65404,3290762,1658346937
0x32095aace291e2adc9a5e4f8a5aeda87b4358ab5,0x5194a212d12373c8601935048e95f507f01c1a58,69.7592,70887,1312460,1642176282
0x80774287358c7691ca2f6cacbc7471325adf3617,0x01390fbe18c3c5ae9f91b13ade67d19bce75c5e1,0.3907,45532,3100593,1668876064
0x004e1c2a12ac1d0b70907c702892f397a4769bfb,0x2691dc0d3b7bdd3350ffdd5a5293109ab758a5fd,72.7277,60806,1510015,1671741257
0x4acfac10af59a5d5c5e635747511013078906f9f,0x7bb3e7da45200c07f085c0daed8ba24fbcf18550,89.5786,93453,3174952,1600113904
